,runstring,instability_time,shadow_instability_time,Stable
143,0000143.bin,7170.364012452919,8105.612316647124,False
144,0000144.bin,1000000000.0,1000000000.0,True
145,0000145.bin,6.997342265932118,6.997342265932118,False
146,0000146.bin,76522.79181408178,2269.7137341852867,False
147,0000147.bin,35256546.2172596,39785286.45444234,False
148,0000148.bin,19.606799223925588,19.606799223925588,False
149,0000149.bin,763.799702708649,21512.65816935284,False
150,0000150.bin,1000000000.0,1000000000.0,True
151,0000151.bin,487.81157621322404,579.7482274890917,False
152,0000152.bin,61333.48270127491,59883.29869617838,False
153,0000153.bin,1000000000.0,1000000000.0,True
154,0000154.bin,1000000000.0,1000000000.0,True
155,0000155.bin,1000000000.0,1000000000.0,True
156,0000156.bin,773143.3674380658,43041.53858637732,False
157,0000157.bin,116304.493127669,207717.45741986172,False
158,0000158.bin,116412877.70082998,87288614.3927294,False
159,0000159.bin,1000000000.0,1000000000.0,True
160,0000160.bin,1000000000.0,1000000000.0,True
161,0000161.bin,1000000000.0,1000000000.0,True
162,0000162.bin,22.03168467591872,22.03168467591872,False
163,0000163.bin,1000000000.0,1000000000.0,True
164,0000164.bin,199694659.66277972,1000000000.0,False
165,0000165.bin,174.97176275379155,174.97176275379155,False
166,0000166.bin,96.19808532211984,96.19808532211984,False
167,0000167.bin,1000000000.0,1000000000.0,True
168,0000168.bin,1223.8219068721899,2146.6852605222984,False
169,0000169.bin,34699.37612661502,305662.1566785329,False
170,0000170.bin,7805447.45178591,4294382.142574037,False
171,0000171.bin,1372.9122126571358,460.20081107022577,False
172,0000172.bin,483142.58361341455,36488.0543027882,False
173,0000173.bin,6027791.01253168,7045824.828436489,False
174,0000174.bin,2149.4126398804633,2197.701592482908,False
175,0000175.bin,329.5742738288738,329.5742738288738,False
176,0000176.bin,11342.50722226198,7664.774686146762,False
177,0000177.bin,1000000000.0,1000000000.0,True
178,0000178.bin,100122.29376518339,318809.31954057777,False
179,0000179.bin,174.3091797141765,225.23018412193474,False
180,0000180.bin,43377426.96908488,605273.9062919902,False
181,0000181.bin,953858.7688332993,587298.9766228629,False
182,0000182.bin,1650266.863358935,24147.15106931271,False
183,0000183.bin,1000000000.0,1000000000.0,True
184,0000184.bin,8038.237248625408,5189.499602383212,False
185,0000185.bin,1000000000.0,1000000000.0,True
186,0000186.bin,355.34735465465843,130.45799742926923,False
187,0000187.bin,743.7768369388572,253.74529973340827,False
188,0000188.bin,402615.55959655944,7104922.910535799,False
189,0000189.bin,1000000000.0,1000000000.0,True
190,0000190.bin,3395.408195900469,2288.6624635273292,False
191,0000191.bin,13959.088760070323,245317.73137382473,False
192,0000192.bin,1000000000.0,1000000000.0,True
193,0000193.bin,1000000000.0,1000000000.0,True
194,0000194.bin,13937.376351960485,1759.254157310493,False
195,0000195.bin,1000000000.0,1000000000.0,True
196,0000196.bin,812795.8747222552,320396297.90669787,False
197,0000197.bin,9955.253053247943,2779.139015027888,False
198,0000198.bin,1000000000.0,1000000000.0,True
199,0000199.bin,717.622903687304,777.8289572984247,False
200,0000200.bin,1000000000.0,1000000000.0,True
201,0000201.bin,39066632.23809327,40891038.95735213,False
202,0000202.bin,630.5296055196569,532.7043332428158,False
203,0000203.bin,4258476.0254355315,691232.1413199666,False
204,0000204.bin,80688.39030085468,18193.2050833771,False
205,0000205.bin,194365.55797007508,338460.7474265463,False
206,0000206.bin,1000000000.0,105177217.50603311,True
207,0000207.bin,17337.418964460972,8179.457896749271,False
208,0000208.bin,1000000000.0,1000000000.0,True
209,0000209.bin,5853.867670927433,10743.297072484453,False
210,0000210.bin,1000000000.0,1000000000.0,True
211,0000211.bin,10175667.769445976,62907578.0936511,False
212,0000212.bin,49.43269187356255,49.43269187356255,False
213,0000213.bin,1000000000.0,1000000000.0,True
214,0000214.bin,1000000000.0,1000000000.0,True
215,0000215.bin,1000000000.0,1000000000.0,True
216,0000216.bin,1296535.2087899859,234097.39284489042,False
217,0000217.bin,14286016.518210595,7789219.699684365,False
218,0000218.bin,17143.139247450057,54552.40802906708,False
219,0000219.bin,2697.9641264557845,788.0435765076378,False
220,0000220.bin,1054396.943586966,671499.6981606144,False
221,0000221.bin,8933487.170221373,6418844.161625246,False
222,0000222.bin,411.73865074265757,182.72937764318252,False
223,0000223.bin,1000000000.0,1000000000.0,True
224,0000224.bin,171919.81643238798,1389970.4926198742,False
225,0000225.bin,1000000000.0,1000000000.0,True
226,0000226.bin,912.8241238697959,516.4621783907459,False
227,0000227.bin,7438514.832818203,16333208.56909023,False
228,0000228.bin,2597.8630994753676,305174.0224636897,False
229,0000229.bin,66056600.90155058,59685373.72013488,False
230,0000230.bin,1000000000.0,1000000000.0,True
231,0000231.bin,1000000000.0,1000000000.0,True
232,0000232.bin,122928.48736527617,7630124.3403822165,False
233,0000233.bin,1000000000.0,1000000000.0,True
234,0000234.bin,218.09972202870028,210.7211895013661,False
235,0000235.bin,4.434047633912846,4.434047633912846,False
236,0000236.bin,307.29884634820917,561.7704194823954,False
237,0000237.bin,17.112598902953355,17.112598902953355,False
238,0000238.bin,124.15188653364952,134.82118928263114,False
239,0000239.bin,112.96434084445781,112.96434084445781,False
240,0000240.bin,1000000000.0,1000000000.0,True
241,0000241.bin,1000000000.0,1000000000.0,True
242,0000242.bin,1000000000.0,1000000000.0,True
243,0000243.bin,1000000000.0,1000000000.0,True
244,0000244.bin,1000000000.0,1000000000.0,True
245,0000245.bin,43131.17765736377,147265.10821516934,False
246,0000246.bin,357.34592627625847,357.4152062154357,False
247,0000247.bin,1000000000.0,1000000000.0,True
248,0000248.bin,1000000000.0,1000000000.0,True
249,0000249.bin,1000000000.0,1000000000.0,True
250,0000250.bin,29.756611235780838,29.756611235780838,False
251,0000251.bin,305576.52593963343,1851811.8733023878,False
252,0000252.bin,1000000000.0,1000000000.0,True
253,0000253.bin,1000000000.0,1000000000.0,True
254,0000254.bin,28293278.639747933,27012387.358667016,False
255,0000255.bin,16.662327548137124,16.662327548137124,False
256,0000256.bin,40.32208377139441,40.32208377139441,False
257,0000257.bin,3461.294146155882,511.8207849296072,False
258,0000258.bin,221909.47384435197,260821.23768093195,False
259,0000259.bin,1000000000.0,1000000000.0,True
260,0000260.bin,1000000000.0,1000000000.0,True
261,0000261.bin,23.036252751326614,23.036252751326614,False
262,0000262.bin,1000000000.0,1000000000.0,True
263,0000263.bin,1000000000.0,1000000000.0,True
264,0000264.bin,492251.39790077513,60020.25924893801,False
265,0000265.bin,511.4331122668845,511.4331122668845,False
266,0000266.bin,205680.83166206,306057.93566746847,False
267,0000267.bin,3214.9627971761174,60290.459772504044,False
268,0000268.bin,1000000000.0,1000000000.0,True
269,0000269.bin,1000000000.0,1000000000.0,True
270,0000270.bin,7241621.981179422,6405884.704895852,False
271,0000271.bin,1000000000.0,1000000000.0,True
272,0000272.bin,1000000000.0,1000000000.0,True
273,0000273.bin,1000000000.0,340830346.09405035,True
274,0000274.bin,204512.04453541065,722548.625403098,False
275,0000275.bin,1000000000.0,1000000000.0,True
276,0000276.bin,1000000000.0,1000000000.0,True
277,0000277.bin,0.9006436276913415,0.9006436276913415,False
278,0000278.bin,1000000000.0,1000000000.0,True
279,0000279.bin,1220005.7701855313,580962.5317899928,False
280,0000280.bin,736856.8476202773,375817.037839951,False
281,0000281.bin,1000000000.0,1000000000.0,True
282,0000282.bin,54451.238542472835,80527.64804972713,False
283,0000283.bin,150383.07874026228,104916.08032131412,False
284,0000284.bin,1000000000.0,1000000000.0,True
285,0000285.bin,44.3057372376874,44.3057372376874,False
286,0000286.bin,1840036.095008171,54711.2117029761,False
287,0000287.bin,41538.43074630603,73630.27837731341,False
288,0000288.bin,1000000000.0,1000000000.0,True
289,0000289.bin,205.7986404542643,337.98642230478646,False
290,0000290.bin,40.28741623246978,40.28741623246978,False
291,0000291.bin,1000000000.0,1000000000.0,True
292,0000292.bin,16765.771229548416,14007.646654813821,False
293,0000293.bin,14425400.077321785,1708279.699657381,False
294,0000294.bin,1000000000.0,1000000000.0,True
295,0000295.bin,7845.44995949804,35977.67338156705,False
296,0000296.bin,1000000000.0,1000000000.0,True
297,0000297.bin,9.872670994538966,9.872670994538966,False
298,0000298.bin,2168837.472167681,608318.0800132328,False
299,0000299.bin,1000000000.0,1000000000.0,True
300,0000300.bin,1000000000.0,1000000000.0,True
301,0000301.bin,8687.925384897026,8458.636679110328,False
302,0000302.bin,42172.358817234606,47887.79784861917,False
303,0000303.bin,1000000000.0,1000000000.0,True
304,0000304.bin,1000000000.0,1000000000.0,True
305,0000305.bin,2141958.9287687903,2276238.4984219493,False
306,0000306.bin,4299703.984720452,2099526.7909714715,False
307,0000307.bin,1000000000.0,1000000000.0,True
308,0000308.bin,21634371.303253703,584224.891775312,False
309,0000309.bin,111798.98659868284,598154.9014335091,False
310,0000310.bin,503324.3795164115,179338.59666222226,False
311,0000311.bin,1000000000.0,1000000000.0,True
312,0000312.bin,161021.98196574594,178729.38572032025,False
313,0000313.bin,1000000000.0,1000000000.0,True
314,0000314.bin,1000000000.0,1000000000.0,True
315,0000315.bin,68.10417993913991,68.10417993913991,False
316,0000316.bin,1000000000.0,1000000000.0,True
317,0000317.bin,1000000000.0,1000000000.0,True
318,0000318.bin,1000000000.0,1000000000.0,True
319,0000319.bin,1000000000.0,1000000000.0,True
320,0000320.bin,1000000000.0,1000000000.0,True
321,0000321.bin,108348714.25880519,892447289.1625955,False
322,0000322.bin,24.490687243788106,24.490687243788106,False
323,0000323.bin,628.3830634566233,635.1380081850574,False
324,0000324.bin,1000000000.0,1000000000.0,True
325,0000325.bin,1000000000.0,1000000000.0,True
326,0000326.bin,1000000000.0,1000000000.0,True
327,0000327.bin,1000000000.0,1000000000.0,True
328,0000328.bin,1000000000.0,1000000000.0,True
329,0000329.bin,147632.4998975186,54663.82237333135,False
330,0000330.bin,39.0043934652053,39.0043934652053,False
331,0000331.bin,144908.28156208555,98962.14614413776,False
332,0000332.bin,1000000000.0,1000000000.0,True
333,0000333.bin,398.89037983522724,397.88579268670503,False
334,0000334.bin,12341925.541680094,19448548.240613725,False
335,0000335.bin,1000000000.0,1000000000.0,True
336,0000336.bin,2455.285814532035,8869.935645224808,False
337,0000337.bin,21.23493861927179,21.23493861927179,False
338,0000338.bin,28478.826676953497,29824.35288300595,False
339,0000339.bin,1000000000.0,1000000000.0,True
340,0000340.bin,123408.97259799036,1088789.070097803,False
341,0000341.bin,2017.9721209120016,858.5059064169608,False
342,0000342.bin,207.9153549961378,207.9153549961378,False
343,0000343.bin,77172660.41061081,45554169.146895416,False
344,0000344.bin,1000000000.0,1000000000.0,True
345,0000345.bin,436.5416087046303,436.5416087046303,False
346,0000346.bin,230.53541075927785,214.15024933340436,False
347,0000347.bin,1000000000.0,1000000000.0,True
348,0000348.bin,786859.7472185699,385555.99513015803,False
349,0000349.bin,1000000000.0,1000000000.0,True
350,0000350.bin,4403.844074826117,3926.7445126220723,False
351,0000351.bin,1000000000.0,1000000000.0,True
352,0000352.bin,1188.3325736198904,5025.567743677848,False
353,0000353.bin,1000000000.0,1000000000.0,True
354,0000354.bin,1000000000.0,1000000000.0,True
355,0000355.bin,8.937380825338465,8.937380825338465,False
356,0000356.bin,1000000000.0,1000000000.0,True
357,0000357.bin,1000000000.0,1000000000.0,True
358,0000358.bin,143654.810060075,85449.81584766063,False
359,0000359.bin,1000000000.0,1000000000.0,True
360,0000360.bin,18.497771073964863,18.497771073964863,False
361,0000361.bin,62594.2897395941,32845.018951051105,False
362,0000362.bin,118.26324431987302,118.26324431987302,False
363,0000363.bin,28.024274630895956,28.024274630895956,False
364,0000364.bin,1000000000.0,1000000000.0,True
365,0000365.bin,1000000000.0,1000000000.0,True
366,0000366.bin,1000000000.0,1000000000.0,True
367,0000367.bin,214.7742865084838,1710.9543201560668,False
368,0000368.bin,11889.720340769652,1377.1587950749467,False
369,0000369.bin,1000000000.0,1000000000.0,True
370,0000370.bin,377309743.2720122,139052387.67811152,False
371,0000371.bin,2133666.8917088034,3177432.132814509,False
372,0000372.bin,1000000000.0,1000000000.0,True
373,0000373.bin,16126.846921300981,8369.33825488895,False
374,0000374.bin,38163586.99095151,275007848.5581075,False
375,0000375.bin,29185.048775400603,22464.416202243927,False
376,0000376.bin,1000000000.0,1000000000.0,True
377,0000377.bin,1934.665601068684,1829.1490936853763,False
378,0000378.bin,2644.876069437167,5770.5347739039,False
379,0000379.bin,32454.715686424206,11129.395696623254,False
380,0000380.bin,1000000000.0,1000000000.0,True
381,0000381.bin,1000000000.0,1000000000.0,True
382,0000382.bin,1394775.203019895,8547165.397762034,False
383,0000383.bin,23.59049028432836,23.59049028432836,False
384,0000384.bin,1418147.9624804182,801169.0645470803,False
385,0000385.bin,1000000000.0,1000000000.0,True
386,0000386.bin,1000000000.0,1000000000.0,True
387,0000387.bin,578632.7789769981,242482.00961498765,False
388,0000388.bin,1000000000.0,1000000000.0,True
389,0000389.bin,2236781.052285724,1832593.6334398177,False
390,0000390.bin,1000000000.0,1000000000.0,True
391,0000391.bin,132119556.21443568,17908257.380116656,False
392,0000392.bin,1000000000.0,1000000000.0,True
393,0000393.bin,1000000000.0,1000000000.0,True
394,0000394.bin,1000000000.0,1000000000.0,True
395,0000395.bin,15025.080699023572,16405.697504283133,False
396,0000396.bin,59467.535395485094,775681.5789899833,False
397,0000397.bin,3002.821498431126,2289.701622027663,False
398,0000398.bin,1000000000.0,1000000000.0,True
399,0000399.bin,7711255.272951151,504430.94426536834,False
400,0000400.bin,14470.447052221874,14906.092288880971,False
401,0000401.bin,457037966.40784305,21013892.017195083,False
402,0000402.bin,1000000000.0,1000000000.0,True
403,0000403.bin,8216.327111442932,9127.93983675897,False
404,0000404.bin,7591.3701490042085,9504.212244874927,False
405,0000405.bin,1000000000.0,1000000000.0,True
406,0000406.bin,5476.947481336664,5405.448489511425,False
407,0000407.bin,1000000000.0,1000000000.0,True
408,0000408.bin,1000000000.0,1000000000.0,True
409,0000409.bin,14482.533124447615,14920.52755334252,False
410,0000410.bin,1000000000.0,1000000000.0,True
411,0000411.bin,1000000000.0,1000000000.0,True
412,0000412.bin,1000000000.0,1000000000.0,True
413,0000413.bin,1122.2487116361226,406.33322182635015,False
414,0000414.bin,1000000000.0,1000000000.0,True
415,0000415.bin,3711626.7309711105,3118714.0861155908,False
416,0000416.bin,1000000000.0,1000000000.0,True
417,0000417.bin,8.417505547098962,8.417505547098962,False
418,0000418.bin,1000000000.0,1000000000.0,True
419,0000419.bin,1000000000.0,1000000000.0,True
420,0000420.bin,2711.24824850599,4556.471145170484,False
421,0000421.bin,1000000000.0,1000000000.0,True
422,0000422.bin,6388.110553237255,7675.820120531907,False
423,0000423.bin,1000000000.0,1000000000.0,True
424,0000424.bin,11.15438021291041,11.15438021291041,False
425,0000425.bin,1000000000.0,1000000000.0,True
426,0000426.bin,1000000000.0,1000000000.0,True
427,0000427.bin,130.2502005571039,196.7609412671043,False
428,0000428.bin,1000000000.0,1000000000.0,True
429,0000429.bin,81.4061406927713,81.4061406927713,False
430,0000430.bin,20278.255322076573,9927.938775395205,False
431,0000431.bin,57.2939496245523,57.2939496245523,False
432,0000432.bin,1000000000.0,1000000000.0,True
433,0000433.bin,1000000000.0,495250027.4986105,True
434,0000434.bin,53.866747314043174,53.866747314043174,False
435,0000435.bin,162.14732919951902,162.14732919951902,False
436,0000436.bin,1000000000.0,1000000000.0,True
437,0000437.bin,95.43581272043254,703.0726878312483,False
438,0000438.bin,1000000000.0,1000000000.0,True
439,0000439.bin,1000000000.0,1000000000.0,True
440,0000440.bin,110058.61760029694,864586.6954148159,False
441,0000441.bin,53057.002661569095,91106.06477695963,False
442,0000442.bin,1000000000.0,1000000000.0,True
443,0000443.bin,23667.1801205979,23357.734803624495,False
444,0000444.bin,1000000000.0,1000000000.0,True
445,0000445.bin,1000000000.0,1000000000.0,True
446,0000446.bin,1000000000.0,1000000000.0,True
447,0000447.bin,1000000000.0,160335255.63370964,True
448,0000448.bin,3235.7815554731665,3435.279098300936,False
449,0000449.bin,300990322.26828873,269229676.0891634,False
450,0000450.bin,3.117691150356103,3.117691150356103,False
451,0000451.bin,482.68788714877985,614.4623038789754,False
452,0000452.bin,212766.32523504947,18825846.662613556,False
453,0000453.bin,1000000000.0,1000000000.0,True
454,0000454.bin,32124976.65884986,5454610.668232666,False
455,0000455.bin,1925.0548353631032,1819.0560986349149,False
456,0000456.bin,843084700.5201436,71019785.88867864,False
457,0000457.bin,1000000000.0,1000000000.0,True
458,0000458.bin,1000000000.0,1000000000.0,True
459,0000459.bin,1000000000.0,1000000000.0,True
460,0000460.bin,1000000000.0,1000000000.0,True
461,0000461.bin,1000000000.0,1000000000.0,True
462,0000462.bin,1000000000.0,1000000000.0,True
463,0000463.bin,139.53398452930963,139.53398452930963,False
464,0000464.bin,20822.153740926944,59971.47749485804,False
465,0000465.bin,224.54302449439993,200.3982407744597,False
466,0000466.bin,105121.503971949,54506.76653389075,False
467,0000467.bin,1000000000.0,1000000000.0,True
468,0000468.bin,103103919.39166269,9962333.341413463,False
469,0000469.bin,1000000000.0,1000000000.0,True
470,0000470.bin,1000000000.0,1000000000.0,True
471,0000471.bin,1000000000.0,1000000000.0,True
472,0000472.bin,4609.541899308995,6839.541894174497,False
473,0000473.bin,64616.78974672448,35671.53353288554,False
474,0000474.bin,1690374.1346311225,1135749.8235303098,False
475,0000475.bin,72.18885675825803,72.18885675825803,False
476,0000476.bin,31166008.120268106,45050975.48329949,False
477,0000477.bin,1000000000.0,1000000000.0,True
478,0000478.bin,5.195949616521499,5.195949616521499,False
479,0000479.bin,1000000000.0,1000000000.0,True
480,0000480.bin,415421.57688885665,149572.58959356838,False
481,0000481.bin,1000000000.0,793756266.6494836,True
482,0000482.bin,1000000000.0,353168084.4545789,True
483,0000483.bin,33.012824305119146,33.012824305119146,False
484,0000484.bin,1668.2030804202614,1456.6163035202526,False
485,0000485.bin,245.39692615477946,245.39692615477946,False
486,0000486.bin,1000000000.0,1000000000.0,True
487,0000487.bin,1000000000.0,1000000000.0,True
488,0000488.bin,1000000000.0,1000000000.0,True
489,0000489.bin,1000000000.0,1000000000.0,True
490,0000490.bin,7257342.250950303,34971718.83790521,False
491,0000491.bin,1000000000.0,1000000000.0,True
492,0000492.bin,11.777791806569388,11.777791806569388,False
493,0000493.bin,1738884.701294209,15987113.90275174,False
494,0000494.bin,270.9956396951052,779.6970290491308,False
495,0000495.bin,1000000000.0,535579192.04492474,True
496,0000496.bin,275328286.37685823,183322886.7966312,False
497,0000497.bin,14653531.917150348,20431742.985245936,False
498,0000498.bin,11306.707955987476,11345.505839885263,False
499,0000499.bin,1000000000.0,1000000000.0,True
500,0000500.bin,1000000000.0,848919886.0917796,True
501,0000501.bin,1000000000.0,1000000000.0,True
502,0000502.bin,708930749.8184282,15217048.798263256,False
503,0000503.bin,103390698.71946667,235379654.00500396,False
504,0000504.bin,66996.40534302013,302394.53538271703,False
505,0000505.bin,1000000000.0,1000000000.0,True
506,0000506.bin,471797.7038685604,182571.0306594101,False
507,0000507.bin,8442.696654951851,2862.660291180685,False
508,0000508.bin,3948.5132505788624,8165.563091436605,False
509,0000509.bin,1710.7008142179025,2963.6582184422464,False
510,0000510.bin,1000000000.0,1000000000.0,True
511,0000511.bin,452961.96457462205,392278.7743018546,False
512,0000512.bin,1000000000.0,1000000000.0,True
513,0000513.bin,1032436.5953663433,952467.259877399,False
514,0000514.bin,1000000000.0,1000000000.0,True
515,0000515.bin,2994078.153805041,137657.83414395154,False
516,0000516.bin,1000000000.0,1000000000.0,True
517,0000517.bin,50498.63721174993,33252.323262440084,False
518,0000518.bin,122.65981122971793,122.65981122971793,False
519,0000519.bin,33926.678067204055,37473.906659838256,False
520,0000520.bin,1018.1583157280094,1284.2588220194793,False
521,0000521.bin,151159534.09945086,4786988.078740679,False
522,0000522.bin,4.36476766451782,4.36476766451782,False
523,0000523.bin,356946.19904692954,102707.76332304806,False
524,0000524.bin,1000000000.0,1000000000.0,True
525,0000525.bin,1000000000.0,1000000000.0,True
526,0000526.bin,2004.8537233956044,3468.7107735821114,False
527,0000527.bin,1000000000.0,1000000000.0,True
528,0000528.bin,70.49367894666682,70.49367894666682,False
529,0000529.bin,724826.3595518029,219292.2080675277,False
