,ID,Probability,Gamma,Location,Alpha,Gamma_Error,Location_Error,Alpha_Error,Determinant
19,1204,0.0097400793690107495,0.097533601749451582,0.7612497166748563,0.24693797316632704,0.26939921677067491,0.29968156533659579,0.31725558862673908,0.00056490241821056475
20,1206,0.014587401476386899,0.58813080107727422,0.89771372790941795,0.89153072947470802,0.27351689636819088,0.24472950530618373,0.20549916703907026,0.00018509606272689447
21,12073,0.0042470560589730052,0.048724880809127291,0.28910965978981684,0.72096634683122984,0.29260286240139771,0.25563680284532031,0.25505908480604739,0.00025028956402602738
22,1208,0.014833345556844226,0.20846053735884262,0.48168106176336589,0.42053803531437473,0.28911890443376542,0.27319736526036731,0.29185457316994246,0.00042536313788131699
23,1217,0.032488748453852662,0.51729788384658926,0.94696260381481412,0.76545975939690691,0.25286650653595205,0.31022266280823008,0.29834456186812686,0.00038068094008715699
24,1223,0.020583337052591643,0.9600173033359185,0.69951204994957605,0.99986729262387919,0.28789532789599154,0.27179612681743975,0.24723221438694712,0.00027953362275877087
25,1230,1.2788329360490214e-05,0.87012413662721189,0.58227692867255976,0.27883894070106907,0.21918265757851471,0.21581164410438128,0.27602283395083144,0.00013042003339197022
26,1235,0.020548759792239045,0.30793495262497084,0.51939147930530072,0.76829766153797341,0.28100991723092805,0.2922925138479302,0.28173472584871184,0.00027071671835466975
27,1237,0.035988534522289603,0.42572141051889578,0.81458374049455262,0.73539729019967959,0.30155324199170969,0.27488136547895836,0.29620618912087915,0.00052799445085112602
28,1241,4.9302616451332465e-06,0.72901374228911908,0.56123960232764114,0.12496709200924094,0.30842098442767774,0.32361591425727881,0.29355914163382463,0.00069380897994014365
29,1248,1.1129752688738977e-14,0.86375998557008293,0.28490596522762679,0.073256388083736024,0.2841815561474309,0.28144949046758611,0.28262351447242196,0.00050820493984887424
30,1251,0.0069465001344285434,0.64414353606833497,0.38074848963511654,0.6630479053356686,0.26202838564719333,0.27110020706201354,0.23938027193066258,0.00027923932193540582
31,1261,0.018296826094757881,0.28605382166051563,0.95810556651900003,0.77031293221887798,0.28719684329205841,0.27854468796208381,0.25494435741234917,0.00025535195102509528
32,1266,0.010414381201752193,0.85888926729303972,0.37271115497527996,0.55512877799859672,0.26379444163739674,0.30042760439977106,0.2770906266326682,0.00042171538580298984
33,1270,0.019450919993354236,0.24851012743772993,0.44997542105079547,0.41094080299654079,0.2998311623383168,0.29227480584638721,0.23532370487961424,0.00041304083278998247
34,1277,0.0032936535416419757,0.038561680881409655,0.78010046052467497,0.092703755334133331,0.3127136049242224,0.27838165962528533,0.31102750688846881,0.00058377381643499881
35,12840,0.0086349032410889572,0.45805494822409054,0.30834960696491165,0.23148704503556228,0.27237252154955655,0.22142476516868542,0.34388446431489311,0.00037614194600236745
36,1308,0.017359642326846808,0.72850719159572563,0.60161421237021329,0.9521806674060137,0.27308878163651346,0.23885251173327415,0.27932824165047621,0.00021206666023436635
37,1313,3.7938980808560323e-10,0.94449660285730686,0.46409817430440758,0.19279502895715761,0.24927106012642972,0.33860217675127435,0.2703226773953481,0.00050722894355533182
38,1323,0.02164889964137328,0.38477311951674376,0.85970784659061905,0.94419963580742006,0.21988590871720023,0.26057852606443543,0.27192050926636041,0.00022537904519832961
39,1324,0.018193282311496965,0.54688915614535472,0.79789902128260526,0.82040187989838131,0.25535879326918703,0.23203202108117793,0.31484570535398992,0.00031896949034498125
40,13362,inf,398798948709037.0,1896161082872263.0,17797398417798.273,inf,inf,inf,inf
41,1337,0.017324243332223443,0.25092362374494015,0.046095820672611754,0.67681624111055838,0.252122749476272,0.2831601653429382,0.22115967174420226,0.00020477182625613092
42,1344,0.022813883485313182,0.37454011884736249,0.95071430640991617,0.73199394181140509,0.25220014160603088,0.3504598160776306,0.29764962394945527,0.00067666410232995072
43,1350,0.0073606910056838778,0.11505456638977896,0.6090665392794814,0.13339096418598828,0.30151202574730113,0.24649949181278144,0.30243995820360126,0.00047858367983188987
44,1356,0.0097556835807992206,0.83484214866564943,0.10479610436986975,0.7446404816795178,0.3002731635748509,0.2901457338921517,0.29487221657912449,0.00041868421118528096
45,1364,2.0359758208648681e-06,0.98901151347560012,0.54954472684472544,0.28144730195506285,0.32289261122510826,0.28240732530144846,0.2586017147992235,0.0005101685813182523
46,1366,9.1019729425040013e-05,0.78383235080575064,0.63483370605273015,0.24904309151574888,0.30384198732098272,0.26985152493779818,0.33856326920062896,0.00068017666790844817
47,1375,0.010883298331245784,0.11348847189364952,0.97448309443645664,0.72873463350110623,0.27838515076089376,0.20962473483730468,0.32122063539525553,0.00034953592818679017
48,1379,0.0014612239088177019,0.017490270931152629,0.89157326718025842,0.28486116747391832,0.28442189268550783,0.30460199139773764,0.20489176230659611,0.00020177831983849695
49,1396,0.025650799667480191,0.30096445585591458,0.24706183196181442,0.92633513505917564,0.2553099980339833,0.31534739267604001,0.28958700782740315,0.00053026532378521775
50,1403,0.0064267638279512989,0.49460164553802144,0.22808310444933622,0.25547392375721134,0.24220621405382459,0.26467071363030853,0.29747435725636312,0.00027249670843183446
51,1408,0.0028751371968262023,0.67573141550355231,0.044712182202946038,0.34330367254259231,0.29930888718126275,0.20577495953735006,0.25220104056478365,0.00022831769239609379
52,1412,1.5744745355053263e-06,0.82311034070979194,0.026117981569867332,0.21077063993129397,0.25293533400563284,0.29218145907886039,0.25915944187634488,0.00030880528228349128
53,1424,0.0043941692361088502,0.84666240721013386,0.56116554026503418,0.45487540240575286,0.27325738598278032,0.27096813753566956,0.22809410682825113,0.00018727220233355602
54,1426,0.0092081608093615881,0.42018296714077386,0.36323949696508562,0.18487668776145172,0.29451956167054449,0.29747655769257575,0.28141686074297584,0.00058146674790919106
55,1438,0.0080391433960206281,0.093108286671857998,0.97165591998978751,0.48385998046364609,0.31586074566987493,0.3184428867986292,0.23062228140656987,0.0004896945591053402
56,1449,0.0026977602567804476,0.98419185054257674,0.33341226601465335,0.67370162466913752,0.26147953828851028,0.30658271514410257,0.32795463466199798,0.00067856776197047167
57,1476,0.0076445957691618155,0.087349642902175062,0.23047709955172802,0.41106107063891273,0.29403516102961508,0.28675045150980022,0.2766173835429247,0.00050486404604224851
58,1488,0.021727776390723923,0.36510558302269391,0.45120591589333792,0.49606034876778948,0.27239153621881762,0.28450697984353979,0.27499251842907196,0.0004454797132413858
59,15003,0.0013493524682868566,0.9240351155744253,0.15787058053479197,0.86691507681579727,0.26362757894628497,0.25555416301086781,0.24292652938423828,0.00024800481519439774
60,1504,0.019552060203565834,0.30087333004661876,0.18694581634187801,0.32318267696821945,0.32784547691708349,0.28323722501215542,0.27163111166220871,0.00061944345019143395
61,1507,0.0066321294280841459,0.82446947591328179,0.18134973249719977,0.87732676820705258,0.29501794650576935,0.25779969488551785,0.28066864271375197,0.00044479157785190249
62,1508,0.0033636757870302738,0.033754710423208323,0.48910750796558466,0.84608509728088288,0.32075369969107326,0.27594304066974878,0.2902816976793573,0.00054647355917809045
63,1513,5.0559665465414884e-07,0.55394102250058641,0.39624789370536673,0.048126772580076693,0.30220187542674815,0.2250745037372181,0.30015096516517425,0.00037806429573787874
64,1514,0.017659771611391477,0.37909852543377009,0.56709816717961403,0.59559251265712188,0.22719242409641174,0.26439546211851955,0.28572926740971671,0.00019221713435983181
65,15220,0.010633291074830853,0.21864505014720603,0.031402719502580556,0.28712527733970339,0.26165623788815601,0.29529990656122129,0.25865507390651415,0.00037655927403303595
66,1590,0.010100758503707662,0.1542875781312758,0.13369956070006594,0.36268546617688757,0.3278259395572295,0.28947107790548149,0.27893017215353766,0.00060845693220961251
67,1598,0.029050460493781852,0.54585142993497859,0.85885661059135898,0.68589258656657914,0.26252670131642075,0.29443967886886568,0.26271139978127145,0.00036757422468722181
68,1601,0.018334998975020372,0.2593714699484434,0.043361051161900255,0.58203034212660432,0.3430493983070087,0.29884795578855672,0.23654362828628636,0.00043543286700003657
69,1613,0.021198087929588424,0.29624916167243354,0.80906771567332669,0.35025252522341144,0.25759150202764119,0.24393120500268753,0.23657446152746203,0.00017971256832126516
70,1616,0.0033147580981958934,0.92748053861895874,0.8724262944092156,0.58463127259555314,0.27822498784453187,0.31899625336847237,0.3158256166711651,0.00071155071434681968
71,1617,0.015597357387680434,0.1855752748185393,0.38659930304207002,0.83189619863716979,0.27033557167206107,0.25977767213062974,0.3397517962066835,0.00054687711214121567
72,1625,0.0098475466471927304,0.10673820225531072,0.68434263327868738,0.53496261739108719,0.26794690472273658,0.25120052064328507,0.25089154440682482,0.00023136283611298439
73,1627,0.01851059727023429,0.64268991578607904,0.53862093096894692,0.51189798245863005,0.29038319331499568,0.26761538562749604,0.30199890696851861,0.00051183475645864254
74,1635,0.014984370120526832,0.20220229343024132,0.7845476041105609,0.86053723923703118,0.25298949706960216,0.29604946935782234,0.29133283910697166,0.00044387021977679633
75,1636,0.021013376148767145,0.56894022011924561,0.065964227589442426,0.88811066990025711,0.32899342194270492,0.30903299443030469,0.31621389574362568,0.00095196828541657132
76,1640,0.019665995320108102,0.31082979975635527,0.81898722071885,0.3347526245715251,0.3086001472040325,0.32190378637929384,0.29784499061195363,0.00074699488647057778
77,1646,0.0018708920499966354,0.9191090317991818,0.64219559992385544,0.75371222972917673,0.2991955329649883,0.2119651300751253,0.30354827158409003,0.00036342756633203009
78,1648,0.0045900835087655306,0.048181227500237678,0.68096301386771785,0.79869606790380177,0.29240985993782914,0.27272289741124106,0.3253197861618472,0.00055452315021282288
79,1657,0.023777462352663439,0.50066812634038116,0.46806742594811512,0.50078252564223236,0.29063030753773883,0.25590284195135865,0.2702037480406681,0.0003598110043480629
80,16588,0.0029437040988658193,0.52191571650025481,0.69940636701466408,0.26986897107295027,0.25253116063778519,0.29905325208122946,0.30209331169142811,0.00042597868736951502
81,1667,0.023850219792617741,0.3554191178052365,0.34084887668930164,0.93310644228156991,0.26182448234568195,0.29298007737390341,0.31100275241848113,0.00054893420009406572
82,1675,0.020079995352861216,0.27522566980133767,0.63923076092526965,0.62389921233537982,0.27902399799943917,0.33168036003575291,0.33102382654174617,0.00089232359187232143
83,1689,0.020180546510662912,0.25704242710513991,0.68378758307107246,0.66364175756911559,0.25480468797869527,0.2485180030536473,0.29245589323720472,0.00031638425110589173
84,1691,0.003227804273178135,0.046040993631485505,0.37024231611559921,0.24231826749140473,0.2870403471848898,0.30195022832560259,0.27618588885732498,0.00052377069977259654
85,1720,0.0018511829772848839,0.62037381455325602,0.50895306864540701,0.29824484175872867,0.26516169490215197,0.27845524108974889,0.25134111251033026,0.00019157784187824584
86,1742,0.012394538265645167,0.20260695362889047,0.20709310406097314,0.15263774330024593,0.27012654907794714,0.22916063432052389,0.30713179359216491,0.00025139883893671329
87,17641,0.026017623845017292,0.65626418523295682,0.95490137691322752,0.97087603499381636,0.27840189315697034,0.30848536314089575,0.28008091628459242,0.00037211255110191569
88,18539,0.0035280450355454447,0.64755104935302343,0.50714968821308015,0.52834138015223941,0.32559525854026494,0.26453371675479709,0.29345208316652749,0.00052684712903046306
89,18651,0.0027189023539301777,0.499694320468834,0.2559371343116702,0.2581006309885745,0.29842459104724611,0.26269444687388566,0.23876773694519332,0.00029814095583075712
90,19197,0.011525719789466711,0.1530541987661469,0.15768566100940729,0.98549111418315261,0.21531308338793423,0.32278659382197072,0.21913288636669181,0.00023124660357738195
91,19591,0.010155035205168866,0.20100359611797392,0.32902046649218197,0.29649968870107213,0.22691094120393074,0.26297625815645331,0.32723518471928881,0.00033545781477964176
92,19898,0.00096076871900895435,0.8858804994376257,0.7885815668037246,0.42472813147510757,0.32456572544142542,0.2680740630481131,0.22784851736069306,0.0003834204831957063
93,20041,0.0020184328059178799,0.6063543377764754,0.65751156861781568,0.3072410093435699,0.28248143617795185,0.28002143700465082,0.25908678687077202,0.00036262335793512117
94,2008,0.080899879981665118,0.71938578624395844,0.60722117562198952,0.68986161457876372,0.22881370399238654,0.27902464358786494,0.31603597404010808,0.00039347838385366625
95,2010,0.01521333471047449,0.22880348755690116,0.19068801862418294,0.88635967098239865,0.29439033496557843,0.29061497592430025,0.3103889165870915,0.00050647566158488512
96,20620,0.016348616333830276,0.21468688901682664,0.90950237134166356,0.81723537316345685,0.31158541748874452,0.3140850869808573,0.25137362748778069,0.00054241891715592436
97,20972,0.00054460129751502751,0.83694412426452369,0.9702358519403298,0.44715378526151139,0.30259734198952482,0.31246983871372047,0.25146012921884603,0.00045788242169778542
98,2105,0.042254088559951011,0.73226724806885191,0.56718901545088474,0.30122389004999295,0.32751231748460113,0.28182094876177327,0.2538657423065882,0.00043890883911725041
99,21,0.012435829857777662,0.67227855863079178,0.48807839924058372,0.82549517403589634,0.31528705359881293,0.26864038883683894,0.32884949473405239,0.00069622113382762998
100,2128,0.064607668704797006,0.54340494179096543,0.27836938509379616,0.42451759074913309,0.26437646409329535,0.32922959548302017,0.28835099789346008,0.00059532921686259452
101,21872,1.5081562644613363e-06,0.51639862770244616,0.57066758686813979,0.028474226478096942,0.25828149698819042,0.33873741696178594,0.25955944036643724,0.00044542260767867794
102,22032,0.10910699537814425,0.59768158493606316,0.67598690437228404,0.29928174100970184,0.22994878601189625,0.26615715084832436,0.23625795945238001,0.00018836315603324371
103,22,0.0034341097542769251,0.43211120560090255,0.17421526319883063,0.17094368527750203,0.26527590849496607,0.22420674974398999,0.25935027280912137,0.00023279459946201527
104,22998,0.0087488847265104579,0.14792062434808473,0.22829835699996648,0.80749336205037658,0.2258795154311076,0.2982972195321999,0.28728147720296637,0.00033996907536562511
105,23005,0.0047312232267469638,0.083739923896382185,0.33350629247900099,0.85935574508864709,0.24924549812270794,0.26974871530668526,0.26892810003701179,0.00030761884847647577
106,23975,0.0006591048362342988,0.0085647977483790383,0.95430667308173489,0.44956503435418416,0.29679204656250269,0.28975089293957745,0.28570006422159655,0.00052219110825786272
107,24008,0.014571657480693416,0.16270495944513486,0.75478087765134994,0.56340184864777731,0.26520018632315911,0.33809512627551697,0.24230720306143552,0.00028056783712863671
108,24013,inf,597731774613775.0,3870665469730866.0,645515627340.86023,inf,inf,inf,inf
109,24017,0.016287557072321733,0.61146051165000015,0.49142640455230002,0.69928359614587943,0.28446170592093462,0.30158584768664121,0.2966520404164123,0.00058152762270887262
110,24248,0.0083786100266480239,0.11605886230508433,0.65845538174615337,0.37558898296654386,0.32676266653051572,0.27856010598102959,0.27465253916729215,0.00048601846687864556
111,24346,0.0026866567902533527,0.61217017561761866,0.16906975434563642,0.4360590193711702,0.33205738204969226,0.31836393886435443,0.28676114617235465,0.00074558472125425736
112,24453,0.031837438659336324,0.37505712887328513,0.6403046199226442,0.95001657940516704,0.27138844960787883,0.28827069284005619,0.33015351149660366,0.00049137763965292458
113,24576,0.0096157462248013578,0.85198549273008817,0.073903598842259943,0.89493176269862351,0.23598071851951422,0.32148644637113688,0.29206112550770702,0.00048276299712716959
114,24631,0.012800169128869134,0.15163196717514671,0.86874528074131263,0.9258837630482607,0.29438096718256868,0.22564218573863717,0.30902865506520694,0.00027811921763235095
115,24705,0.013903701074639814,0.19609230973993941,0.70277440079641706,0.41369173346825083,0.31649482029351311,0.2383400131214593,0.31750225376109398,0.0004258534180555823
116,24763,0.01895373969008364,0.37516863328877892,0.34870740764602626,0.9286434762699578,0.31471125007509498,0.25812430539632403,0.29954327300930073,0.00051773147291385077
117,24824,0.0051721666731072546,0.45141112648146209,0.29933311074380653,0.23096169661617738,0.31061214083091609,0.31283371435833762,0.29716798655179488,0.00080162401934778446
118,24923,2.0974483862918238e-26,0.94265157069337846,0.57913789299478668,0.058624769074217653,0.3152642453872091,0.27124832161354118,0.34033982850933342,0.00077077753392091252
119,24930,1.6856764691888152e-06,0.84784375256211741,0.49783120979273576,0.20404771760700469,0.2991222514879599,0.24463175120469244,0.27856672030740254,0.00037715605034290597
120,24937,0.0082012292428588589,0.67795554820857573,0.51295880225956247,0.62370571170393418,0.29658999750614184,0.28335669606643704,0.29770506656341145,0.00053293870398409731
121,24946,0.0073895258945563431,0.11133082800524441,0.2107675745428309,0.23296248769642969,0.30637899089440679,0.28481209988548539,0.29947458552451878,0.00056193937607324038
122,25,0.011113893861961937,0.1569918378916666,0.70221004249244579,0.26147826639124849,0.3037703086182551,0.31204907925868069,0.30720592758199966,0.00072086173785316837
123,2612,0.0075673872321885766,0.69646918559786164,0.28613933495037946,0.22685145356420311,0.22427266008640559,0.2192336066305243,0.24732078479691463,0.00010546129052722958
124,28,0.011254766759687453,0.10606490595473272,0.74547148488561299,0.57231353663149886,0.28522372381737832,0.2875270794611216,0.25581256874983266,0.00041992860733078231
125,3000,0.011406120685746476,0.50672601149956997,0.057530695168089729,0.62757998579107588,0.24223537546774043,0.30276392245259576,0.29459653554971432,0.00040668647115610915
126,35,0.0067427072346551934,0.10517212721767522,0.12814407203400036,0.087406308459521243,0.19443193284035756,0.3027727117613917,0.28431005231691348,0.00026574911880443327
127,3898,0.0016909510585555473,0.52383331995467586,0.039962974149974184,0.18596531220043622,0.27926483934045915,0.28578107470867087,0.24157927743968735,0.00025959636345465847
128,42,3.9672309639648837e-08,0.86663704285039789,0.26314484959741391,0.131408478173487,0.27743322575649648,0.24966837928677807,0.31017514361157056,0.0003973180398149137
129,4641,0.065419085061638918,0.57053162514540678,0.26825977581390092,0.6052952376255275,0.24939209539509785,0.29207968464320294,0.28143441532668456,0.0002772211380965461
130,4753,0.0083093891015083958,0.1416302690767407,0.31154436112758999,0.55479229156433441,0.27911136690564092,0.31736912669145612,0.30853460002129357,0.00068823428533130906
131,503,0.00094313612259127493,0.65015360547174905,0.94810916584026983,0.38802888678400627,0.25383344535564883,0.28246023007624355,0.26386154092595698,0.00032378527050836304
132,5505,0.0185341731840169,0.78090389879246613,0.38114454181934154,0.82863764170732435,0.28949965855374071,0.23621446715595584,0.31744778499683207,0.00043305850463772793
133,58,0.012936547324705989,0.41950861634870562,0.12966085928477078,0.1095561231138934,0.23996074863591907,0.27733729629854975,0.30129289748092847,0.00021865052830928009
134,5958,0.0027726138468404074,0.81140362630858487,0.44776424484714517,0.62774565606048527,0.31801652723168189,0.32437110242400874,0.27212504866134846,0.000733419482877672
135,62,0.00049417305507433538,0.66132894244996465,0.32769470030065484,0.19539817561257988,0.29178892881891549,0.30165822686609656,0.307124486915896,0.0007238157836898418
136,67,0.0064386125679980069,0.15321593689979662,0.14816782846416143,0.21346188422964041,0.27191029059614119,0.29076205135009214,0.28933804117860001,0.00036896910838493994
137,7341,0.035956633297921682,0.94385020811964582,0.088544028163484834,0.69537096759147821,0.32486713589450106,0.30581192696915166,0.23145785063903695,0.00051549388113944581
138,7431,0.003145686218642771,0.74934226131868875,0.70523011151391446,0.32402752774387622,0.31220880266040302,0.3086397564083177,0.30259087389969719,0.00075312020409200363
139,787,0.012725895131620627,0.49096238752376531,0.75324484080103904,0.93422334189981859,0.29781462684214732,0.2677830328235174,0.32279644565133131,0.00058798421020916003
140,8462,7.594329574415857e-271,0.74790551649635373,0.10873231990090226,0.00098477641370486868,0.29415760910481992,0.29531901735342969,0.29275741463520816,0.00064193859351788652
141,8582,1.2378704098536372e-10,0.91738548395164887,0.52239489763561864,0.043033081972234322,0.25502473991533958,0.3040489319689223,0.28284252848695851,0.00034813079242330632
142,8744,0.0047840893620868996,0.90206152481250823,0.55780753578610465,0.6559847055064072,0.31778821521865291,0.26609285998878346,0.28999148676177089,0.00052009038659926829
143,91,0.0024343467183751202,0.73775496165064092,0.33995474067312248,0.46809010087334957,0.28148325941654134,0.30846828744333071,0.28625908443514836,0.00056750568336374455
144,99,0.0046772041805546206,0.093344057980007333,0.89094301344807858,0.47673449718838501,0.24894282519073865,0.28651574607320929,0.26612405446529197,0.00032246674628404063
