,Unnamed: 0,runstring,t
111,111,0000111.bin,147235437.05309308
112,112,0000112.bin,55554000.45116369
113,113,0000113.bin,118423791.8399976
114,114,0000114.bin,66716715.85479775
115,115,0000115.bin,27075820.79662874
116,116,0000116.bin,19417512.653533235
117,117,0000117.bin,24582001.25889765
118,118,0000118.bin,82873600.34687693
119,119,0000119.bin,80934727.6884006
120,120,0000120.bin,30478858.52035522
121,121,0000121.bin,529714354.3000291
122,122,0000122.bin,16740807.950848287
123,123,0000123.bin,96411938.3558025
124,124,0000124.bin,152109978.04951417
125,125,0000125.bin,69606111.87228645
126,126,0000126.bin,44313668.103916116
127,127,0000127.bin,43037998.81255202
128,128,0000128.bin,62531906.28597127
129,129,0000129.bin,130481541.24221723
130,130,0000130.bin,73724543.86975512
131,131,0000131.bin,471460550.2717581
132,132,0000132.bin,77288561.57754183
133,133,0000133.bin,348939408.6778496
134,134,0000134.bin,232519185.719006
135,135,0000135.bin,45716402.56150451
136,136,0000136.bin,57192721.72310199
137,137,0000137.bin,91176414.9444979
138,138,0000138.bin,265885007.1727395
139,139,0000139.bin,17506574.120421946
140,140,0000140.bin,134823424.97463942
141,141,0000141.bin,
142,142,0000142.bin,282376781.32223344
143,143,0000143.bin,73341103.82222414
144,144,0000144.bin,319688628.4586452
145,145,0000145.bin,325984251.68393296
146,146,0000146.bin,66289386.96138157
147,147,0000147.bin,56129498.14990939
148,148,0000148.bin,578960799.6953241
149,149,0000149.bin,142086187.87949303
150,150,0000150.bin,13980718.753969759
151,151,0000151.bin,182727724.76388693
152,152,0000152.bin,93635348.78136332
153,153,0000153.bin,75134646.75607905
154,154,0000154.bin,25615263.756011464
155,155,0000155.bin,66994540.05357577
156,156,0000156.bin,132265356.74414794
157,157,0000157.bin,816822972.0435833
158,158,0000158.bin,29943044.94235765
159,159,0000159.bin,50981457.403830156
160,160,0000160.bin,58042830.66217755
161,161,0000161.bin,
162,162,0000162.bin,198987242.40116754
163,163,0000163.bin,320297216.94017786
164,164,0000164.bin,172903769.64130864
165,165,0000165.bin,37367499.139565855
166,166,0000166.bin,124726764.40015955
167,167,0000167.bin,238174708.75244835
168,168,0000168.bin,145497123.41788208
169,169,0000169.bin,415539633.3778086
170,170,0000170.bin,122831474.16862251
171,171,0000171.bin,134547813.83850002
172,172,0000172.bin,240036293.01444754
173,173,0000173.bin,351953763.57539403
174,174,0000174.bin,84393539.0991208
175,175,0000175.bin,338678035.91212505
176,176,0000176.bin,229304748.90206322
177,177,0000177.bin,18445564.458389092
178,178,0000178.bin,86288557.9087397
179,179,0000179.bin,134799989.14128476
180,180,0000180.bin,372320529.9193041
181,181,0000181.bin,106648871.56753506
182,182,0000182.bin,108432559.6796344
183,183,0000183.bin,260167913.80372757
184,184,0000184.bin,111860934.04164065
185,185,0000185.bin,31002589.594135582
186,186,0000186.bin,156848933.53418273
187,187,0000187.bin,46074462.84857798
188,188,0000188.bin,181959931.7937752
189,189,0000189.bin,49939292.53370717
190,190,0000190.bin,13906129.189344408
191,191,0000191.bin,385822333.1783196
192,192,0000192.bin,38633337.675378956
193,193,0000193.bin,419858355.7504795
194,194,0000194.bin,284575230.8362263
195,195,0000195.bin,215734865.13373116
196,196,0000196.bin,230474277.58777997
197,197,0000197.bin,500532771.690862
198,198,0000198.bin,26065099.630870722
199,199,0000199.bin,
